Currency,Date,Open,Close,Close-Open
ripple,2019-04-24,0.2784753200756026,0.26414575359607084,-0.008087231166589427
ripple,2019-04-21,0.284184462940605,0.27948532067970105,-0.0026968297443339586
ripple,2019-04-18,0.28928778260894755,0.29047691324323266,0.0006895462322351075
ripple,2019-04-15,0.2843071337476279,0.2783231641737985,-0.003429509967137951
ripple,2019-04-12,0.28567806577108384,0.2824277928693053,-0.0018712464529746903
ripple,2019-04-09,0.30623907133372813,0.29970599450221125,-0.0038244459042512677
ripple,2019-04-06,0.3088345236197954,0.30336224350156327,-0.003215741640513259
ripple,2019-04-03,0.30107375229281363,0.2943353899663879,-0.00392344658938277
ripple,2019-03-30,0.26823545677594324,0.2705094636230653,0.001290974009837031
ripple,2019-03-27,0.26652559411271987,0.2719070484614132,0.0030484462633907877
ripple,2019-03-24,0.2718544742489,0.26925737537356403,-0.0014758279798182292
ripple,2019-03-21,0.2776014331088304,0.2720997969294502,-0.0031338266986356026
ripple,2019-03-18,0.2758999348646312,0.27569045959940275,-0.00011984873864003523
ripple,2019-03-15,0.27211122353767864,0.27387620857413114,0.001005962939801987
ripple,2019-03-12,0.27089546239968015,0.2701805605576007,-0.00040674340000550365
ripple,2019-03-09,0.26983704281038606,0.27294349120278033,0.0017661539141962139
ripple,2019-03-06,0.2751088598496636,0.2753799608288444,0.00015501546142575372
ripple,2019-03-03,0.27372791446938644,0.2719748574944405,-0.0009990302495385794
ripple,2019-02-27,0.27738700968539426,0.27239532321211324,-0.002844413919850945
ripple,2019-02-24,0.28738852937222653,0.2634736488729888,-0.013468811276991559
ripple,2019-02-21,0.2873337617986677,0.27860928894128717,-0.004999375652104769
ripple,2019-02-18,0.2647337626803279,0.27881891041637485,0.007954210787050857
ripple,2019-02-15,0.26400061721945656,0.2637164268068966,-0.0001606592381776474
ripple,2019-02-12,0.2643384682902413,0.2663486240466298,0.0011367967149042075
ripple,2019-02-09,0.2712309924411545,0.2710068098488328,-0.00012766381201862373
ripple,2019-02-06,0.2619257067766621,0.25520562552143544,-0.0037633124724498596
ripple,2019-02-03,0.2703545645189195,0.26417186055012015,-0.00349370611538301
ripple,2019-01-30,0.25419638256945826,0.2779809180515817,0.013273829520562004
ripple,2019-01-27,0.2737256328498473,0.26959880121548413,-0.0023453602720379515
ripple,2019-01-24,0.274912892373561,0.27581038196878754,0.0005130329348407708
ripple,2019-01-21,0.27852451976694104,0.27823004242613136,-0.00016890770304163756
ripple,2019-01-18,0.2845742481648545,0.2808666501340252,-0.0021310575070298053
ripple,2019-01-15,0.28811597830102087,0.2830556369841061,-0.002914304712518288
ripple,2019-01-12,0.287435041942257,0.28427627931694804,-0.0018219469471787736
ripple,2019-01-09,0.311803302321937,0.31546016395503257,0.0021677902883191743
ripple,2019-01-06,0.30361693546408663,0.31363852021226934,0.00588588247707719
ripple,2019-01-03,0.3180936663029785,0.307649392067789,-0.006158290148310138
ripple,2018-12-30,0.3113360971158906,0.31450485364556285,0.0018777328134510656
ripple,2018-12-27,0.321435463152167,0.29353640237228795,-0.016173922734930124
ripple,2018-12-24,0.31655957470001733,0.34131691078434123,0.014688931723721939
ripple,2018-12-21,0.3197300072406613,0.30643267597672197,-0.007827121217772867
ripple,2018-12-18,0.2844433333939451,0.3002245852509141,0.009085288668008194
ripple,2018-12-15,0.2536331823361178,0.2514456418942457,-0.0012212545405432184
ripple,2018-12-12,0.2628802851520676,0.2679815349442614,0.002879360722120786
ripple,2018-12-09,0.26731430049143473,0.27259635303373664,0.0029945358287823244
ripple,2018-12-06,0.29049037547494183,0.2707413858935252,-0.011209579797094615
ripple,2018-12-03,0.31378685818783025,0.29918120329479947,-0.00853374517311077
ripple,2018-11-30,0.32247327826783356,0.30928821948690566,-0.007783185635907929
ripple,2018-11-27,0.3030461876397514,0.30760454550734717,0.0026782702894256136
ripple,2018-11-24,0.34205945614303535,0.3186980649029678,-0.013893425308966778
ripple,2018-11-21,0.36220403033015774,0.36994224281358296,0.0048194517267302365
ripple,2018-11-18,0.4010681221848424,0.4124228468089632,0.00734401219455178
ripple,2018-11-15,0.38687878081914356,0.39319547642159364,0.0040331818441751285
ripple,2018-11-12,0.41067352074776786,0.41684346175555004,0.004034042403262119
ripple,2018-11-09,0.40068503507405245,0.40591034231003886,0.003383403522727136
ripple,2018-11-06,0.403531239388866,0.43766120632448124,0.02200665751875878
ripple,2018-11-03,0.37768204164753755,0.37546421482544146,-0.0014013763592251266
ripple,2018-10-30,0.3660088472156925,0.3679425256478095,0.0012104275320135131
ripple,2018-10-27,0.37787189283424943,0.3759319322049292,-0.0012264514087640538
ripple,2018-10-24,0.37946672670597315,0.37654217699105264,-0.0018496245516971808
ripple,2018-10-21,0.3776573652003141,0.3761694845654012,-0.000940964623616476
ripple,2018-10-18,0.38366452622931035,0.3768770012560405,-0.004290413072448642
ripple,2018-10-15,0.3376529678550891,0.3697108066683728,0.019391325777153707
ripple,2018-10-12,0.3215855491256095,0.3500334378821197,0.016950648439095946
ripple,2018-10-09,0.399181406945017,0.3919454614862325,-0.004642460977387149
ripple,2018-10-06,0.41828524452008825,0.3974880424194178,-0.01337322640810404
ripple,2018-10-03,0.41687971292341847,0.42406570606691424,0.004726239861511994
ripple,2018-09-30,0.44982962049600017,0.45841928912625973,0.005835322634180296
ripple,2018-09-27,0.4163905409525788,0.43267876782931625,0.010682764359406202
ripple,2018-09-24,0.4514666257098175,0.401933546144301,-0.031772714827094775
ripple,2018-09-21,0.37351750829356206,0.44562256187011356,0.04478505964713339
ripple,2018-09-18,0.24015955447929854,0.2790398356703917,0.02135802071910828
ripple,2018-09-15,0.24451827555150216,0.24842759872861803,0.0021669260232733667
ripple,2018-09-12,0.2336212678275851,0.23908540206122023,0.0029953984484182754
ripple,2018-09-09,0.24581343664357494,0.24582829582739152,8.251516766996927e-06
ripple,2018-09-06,0.2495907213290581,0.264446710056392,0.00826367610147291
ripple,2018-09-03,0.29500792276281396,0.28965088307160397,-0.003105368418560739
ripple,2018-08-30,0.2960564096037688,0.2892638208279872,-0.003935066928938801
ripple,2018-08-27,0.2803877836938643,0.2903557450017292,0.005720898545868243
ripple,2018-08-24,0.28321460817712785,0.2833773202870343,9.379747832808557e-05
ripple,2018-08-21,0.2762815831269029,0.2890638673333583,0.007303017087056233
ripple,2018-08-18,0.3097079617625091,0.2829961104610665,-0.015329152499756464
ripple,2018-08-15,0.24435459808658672,0.248425258646879,0.002255936289449842
ripple,2018-08-12,0.26282877195179866,0.2607244591829383,-0.0011857409432398608
ripple,2018-08-09,0.28801026858953627,0.29770987555142175,0.005609445360280481
ripple,2018-08-06,0.36038824110935264,0.34647985013355664,-0.008517136938266104
ripple,2018-08-03,0.35795202811947713,0.3650395627693242,0.004396186387931021
ripple,2018-07-30,0.37395311295997474,0.368875118232661,-0.0031855642489334057
ripple,2018-07-27,0.37130352262662314,0.3740673159607484,0.0017389035486803284
ripple,2018-07-24,0.3684960979678307,0.3768070267624009,0.005207976899027701
ripple,2018-07-21,0.36895256455099157,0.3752876478705532,0.003973368809700856
ripple,2018-07-18,0.40887130044291753,0.39634968861948316,-0.008058669327791843
ripple,2018-07-15,0.36401444379423686,0.3687278153787649,0.002942775514885309
