Currency,Date,Open,High,Low,Close,Volume,Market Cap
ripple,2019-04-24,0.12094029485507606,0.12099551857858913,0.11293394882508265,0.11471704320494962,"1,517,791,002","12,698,877,293"
ripple,2019-04-23,0.1218368114399341,0.12332755920236163,0.12087618708342825,0.12097579662629036,"1,077,333,990","13,492,933,875"
ripple,2019-04-22,0.12132244378048515,0.12363933990189423,0.1206518998067653,0.12186633544337118,"1,131,094,080","13,606,823,301"
ripple,2019-04-21,0.12341974409774392,0.12372982550739012,0.12016115534845057,0.12137893254415495,"1,005,803,846","13,533,407,430"
ripple,2019-04-20,0.12446216274628379,0.12489953976252391,0.1222057173019326,0.12335371293393975,"931,570,799","13,786,384,592"
ripple,2019-04-19,0.12615154610534912,0.12617915429227405,0.12371349375992158,0.1244722710617743,"1,025,167,554","13,930,181,415"
ripple,2019-04-18,0.12563608766909343,0.12881559112126895,0.12559023229257654,0.12615252054182555,"1,092,731,769","14,146,855,828"
ripple,2019-04-17,0.12292230206599623,0.12721076625326821,0.12135889957924957,0.12562860804452536,"1,137,811,633","14,079,207,980"
ripple,2019-04-16,0.12090216009021125,0.12297171199744233,0.1203307240122347,0.12294226304618984,"799,796,781","13,733,570,917"
ripple,2019-04-15,0.12347301935232458,0.12435780509295082,0.11994506516612126,0.12087421438653352,"934,107,164","13,468,978,197"
ripple,2019-04-14,0.12259592446480044,0.12366253476013694,0.12196801387284609,0.12346256092219157,"746,765,729","13,741,639,599"
ripple,2019-04-13,0.12266992925351865,0.12530035331926667,0.12179416211350365,0.12255367713931768,"976,688,780","13,625,508,289"
ripple,2019-04-12,0.12406840756517595,0.12413498281167437,0.12095771738322042,0.12265683197925388,"1,076,074,031","13,638,700,669"
ripple,2019-04-11,0.1318841635555832,0.13189153621713023,0.12281397320763102,0.12417283477334067,"1,641,951,210","13,832,528,015"
ripple,2019-04-10,0.13014875181117816,0.13346801039604708,0.12991825558204945,0.1318726234862381,"1,213,341,089","14,827,516,669"
ripple,2019-04-09,0.13299793882341443,0.13299793882341443,0.1298625447026356,0.13016065960563666,"1,076,688,924","14,604,743,889"
ripple,2019-04-08,0.13390375404132687,0.13577995157988026,0.1308443272602145,0.13297459774578185,"1,513,421,926","14,971,342,083"
ripple,2019-04-07,0.1317488690237374,0.13525576356975116,0.13087677953402335,0.13349292181397887,"1,398,086,395","15,021,731,305"
ripple,2019-04-06,0.13412512942929664,0.13463634951723596,0.13070935119588042,0.13174854837051955,"1,440,643,534","14,794,185,026"
ripple,2019-04-05,0.124727509557735,0.13800696139858928,0.124709585825262,0.13411428657753544,"2,359,353,481","15,103,004,666"
ripple,2019-04-04,0.12784506053372005,0.13000454503273648,0.12354785514374268,0.12467145469727728,"1,599,115,419","13,880,340,560"
ripple,2019-04-03,0.13075466926667548,0.1371229748225457,0.12506954811847867,0.12782823569124402,"2,544,122,431","14,286,134,859"
ripple,2019-04-02,0.11820022211898129,0.1322180516334383,0.11793416605665091,0.1308157286920564,"2,400,198,268","14,672,900,148"
ripple,2019-04-01,0.11700433800737203,0.1185216545019641,0.11690978570497677,0.11818103447390359,"836,123,225","13,043,585,711"
ripple,2019-03-31,0.11751323967898591,0.11765933510236423,0.11665754554577142,0.11701561655690075,"652,757,652","12,896,872,922"
ripple,2019-03-30,0.11649317872859037,0.12280022561982308,0.11623338553075448,0.1174807673541057,"929,122,633","12,955,391,175"
ripple,2019-03-29,0.11702888506371457,0.1178159769487523,0.11602131631282708,0.11658416925955922,"854,583,316","12,842,645,325"
ripple,2019-03-28,0.11806059610138425,0.11808342901793571,0.11630383075624426,0.11702125572182875,"677,929,379","12,897,607,540"
ripple,2019-03-27,0.11575059480914006,0.11813736287992192,0.11529990503300808,0.11808773073739184,"781,951,318","13,031,827,698"
ripple,2019-03-26,0.11521364148802776,0.11563047877767581,0.11360480476316194,0.11563047877767581,"761,000,017","12,722,986,423"
ripple,2019-03-25,0.11708759334118186,0.11718376489418326,0.11442848884232226,0.11529590864496876,"750,245,385","12,681,109,120"
ripple,2019-03-24,0.11806489804700696,0.11808375992094512,0.11666352134892258,0.11693699233649138,"649,754,894","12,874,448,652"
ripple,2019-03-23,0.11771630231092395,0.11848495974777158,0.1173143914431441,0.11805265393597068,"611,853,725","13,014,768,156"
ripple,2019-03-22,0.11771597112781819,0.1189561358635954,0.11731803781353933,0.1177818715908313,"687,711,343","12,980,675,768"
ripple,2019-03-21,0.1205607705675997,0.12085350052812528,0.11705177228524741,0.1181714403334556,"824,129,023","13,029,696,678"
ripple,2019-03-20,0.1203587047088481,0.120829497519989,0.11885341943242059,0.12044559796785277,"794,566,633","13,316,885,397"
ripple,2019-03-19,0.11950530596322241,0.12076964862643555,0.11904165930673904,0.12033730786774141,"672,954,616","13,228,510,122"
ripple,2019-03-18,0.11982181926917594,0.12079332609781462,0.11881113680146085,0.119730845317392,"692,176,696","13,152,224,850"
ripple,2019-03-17,0.12070123979031123,0.12081700227838271,0.11941987378395541,0.11978754146683686,"530,234,054","13,159,356,178"
ripple,2019-03-16,0.11894754956837679,0.12136710992252142,0.11887224709184376,0.12072788105084632,"759,396,360","13,277,693,053"
ripple,2019-03-15,0.1181764028463561,0.1192773394634978,0.11779312996627904,0.11894292610832922,"636,037,517","13,053,269,086"
ripple,2019-03-14,0.11855239636861051,0.11937533683373641,0.11770437956000449,0.11824984140814435,"706,966,032","12,966,405,951"
ripple,2019-03-13,0.11747380868287974,0.12061143683702166,0.11682682813684604,0.11862775431978978,"827,163,024","13,013,743,791"
ripple,2019-03-12,0.11764840449281094,0.11785868764873686,0.11645365500479188,0.11733792656769336,"581,106,367","12,852,289,140"
ripple,2019-03-11,0.11832260611228479,0.11878569917307918,0.11707797501446861,0.1176242236821055,"671,951,311","12,888,076,063"
ripple,2019-03-10,0.11868327286521126,0.1191882317522022,0.11763416116453033,0.11830011650547487,"620,043,949","12,972,692,491"
ripple,2019-03-09,0.11718873870564221,0.11983236574100907,0.11706139119228408,0.11853785210077625,"763,946,051","13,002,493,406"
ripple,2019-03-08,0.11894028410905974,0.1193829249332264,0.11688257736898007,0.11730013715601938,"680,461,375","12,847,588,532"
ripple,2019-03-07,0.11964908434900619,0.12054037079012458,0.11877644875697578,0.11884846464954082,"716,447,226","13,041,438,381"
ripple,2019-03-06,0.11947825975540398,0.12084791090500054,0.11792953179555925,0.11959599741470077,"750,399,371","13,135,275,499"
ripple,2019-03-05,0.11564212583071866,0.11987553768998077,0.11530490046634304,0.11942317263562376,"786,832,982","13,113,543,971"
ripple,2019-03-04,0.11794078634385756,0.11830441607917112,0.1148367453310499,0.11565477084894195,"647,905,632","12,642,316,836"
ripple,2019-03-03,0.11887852279693982,0.11942086344208697,0.11757784575730468,0.11811717982625877,"548,503,372","12,949,767,221"
ripple,2019-03-02,0.11955642529210694,0.1203438916234392,0.11818103447390359,0.11896736383966854,"604,560,086","13,056,329,959"
ripple,2019-03-01,0.11894754956837679,0.12187027182552063,0.1184697520039861,0.11968864802996054,"752,723,591","13,146,898,194"
ripple,2019-02-28,0.11830276240201769,0.11958709400148734,0.11774677007628685,0.11895151249495635,"734,041,245","13,033,383,006"
ripple,2019-02-27,0.12046764765801059,0.12136908038181064,0.11682749186027314,0.11829978576727354,"716,326,029","12,951,843,120"
ripple,2019-02-26,0.1231257956136268,0.12525674086145006,0.11954125502237287,0.12040182437028513,"881,257,178","13,215,356,893"
ripple,2019-02-25,0.11417981137935349,0.12640904608328385,0.11417981137935349,0.12336482779294582,"1,060,838,440","13,589,015,145"
ripple,2019-02-24,0.12481125246864859,0.12761689899159886,0.1137198001583735,0.11442515183245396,"1,117,884,486","12,469,397,085"
ripple,2019-02-23,0.12100603658695787,0.1251209934685957,0.11999481496372946,0.12470632688533585,"638,747,256","13,759,017,838"
ripple,2019-02-22,0.12105040663081564,0.12170425673703783,0.1199697760428396,0.12119991673500347,"570,898,964","13,315,770,282"
ripple,2019-02-21,0.12478746721366477,0.12478746721366477,0.12031097184683026,0.1209984767941897,"634,536,385","13,272,215,549"
ripple,2019-02-20,0.12174757113958587,0.12502786640407818,0.12090117380187082,0.12479105137654052,"777,173,685","13,750,925,866"
ripple,2019-02-19,0.12104317626616586,0.12829456010499876,0.12088374900518271,0.12181187849610872,"1,135,384,190","13,374,527,524"
ripple,2019-02-18,0.11497241230555143,0.12311271208018626,0.11479673714916275,0.1210895142441087,"887,187,377","13,251,207,947"
ripple,2019-02-17,0.11446786362250079,0.1155885468002365,0.11368771148309512,0.11506772050767027,"427,237,164","12,501,307,769"
ripple,2019-02-16,0.11447820725232453,0.11511636628230273,0.1141874908006922,0.11451190575687493,"379,011,431","12,432,602,528"
ripple,2019-02-15,0.1146540112774626,0.11548203468786633,0.113804021652261,0.11453058894947798,"426,310,729","12,434,893,660"
ripple,2019-02-14,0.1152832531735604,0.11597642945481758,0.1144488440472872,0.11458062925596676,"418,928,960","12,441,105,391"
ripple,2019-02-13,0.11575325628402773,0.11770934741266581,0.11467368889308065,0.115372166705452,"494,653,115","12,538,960,413"
ripple,2019-02-12,0.11480073813320953,0.11643405787511286,0.11380268493071186,0.11567373768597508,"472,806,810","12,576,315,747"
ripple,2019-02-11,0.11728256727467112,0.11728256727467112,0.11485808152113328,0.11485808152113328,"474,495,062","12,475,397,374"
ripple,2019-02-10,0.11768649481988332,0.11771530876084893,0.11464167062293946,0.11724112605989731,"495,640,831","12,758,715,490"
ripple,2019-02-09,0.11779412333833601,0.1184016412269992,0.11646162646554589,0.11769676207555191,"461,638,795","12,815,309,888"
ripple,2019-02-08,0.11115090042641661,0.11902746159983472,0.11062977127580326,0.11782888992894534,"683,014,535","12,831,745,667"
ripple,2019-02-07,0.11082228172617835,0.11214130556907209,0.11073949922818392,0.11113408871908113,"368,034,283","12,005,682,182"
ripple,2019-02-06,0.11375288912171354,0.11377327601565983,0.11073074893639799,0.1108343949146271,"456,205,130","11,969,011,802"
